PlayKey,time,event,x,y,dir,dis,o,s
43540-3-2,8.6,,84.63,29.68,258.83,0.03,172.11,0.35
43540-3-2,8.7,,84.61,29.68,255.38,0.02,171.87,0.33
43540-3-2,8.8,line_set,84.58,29.68,254.43,0.03,171.9,0.31
43540-3-2,8.9,,84.55,29.67,254.16,0.03,172.01,0.29
43540-3-2,9.0,,84.52,29.65,254.98,0.04,172.25,0.27
43540-3-2,9.1,,84.49,29.63,256.21,0.03,172.83,0.25
43540-3-2,9.2,,84.47,29.64,256.42,0.03,173.73,0.23
43540-3-2,9.3,,84.43,29.64,256.29,0.03,174.58,0.21
43540-3-2,9.4,,84.41,29.65,256.39,0.03,175.27,0.18
43540-3-2,9.5,,84.39,29.63,256.4,0.02,176.1,0.17
43540-3-2,9.6,,84.38,29.62,254.84,0.02,177.3,0.15
43540-3-2,9.7,,84.37,29.62,252.18,0.01,178.89,0.14
43540-3-2,9.8,,84.36,29.61,251.95,0.01,180.69,0.12
43540-3-2,9.9,,84.35,29.61,256.71,0.01,182.55,0.1
43540-3-2,10.0,,84.34,29.6,258.96,0.01,184.48,0.09
43540-3-2,10.1,,84.34,29.6,254.68,0.0,186.37,0.07
43540-3-2,10.2,,84.34,29.61,244.77,0.0,188.11,0.06
43540-3-2,10.3,,84.34,29.61,233.35,0.0,189.64,0.04
43540-3-2,10.4,,84.34,29.61,232.17,0.0,190.98,0.03
43540-3-2,10.5,,84.34,29.61,242.16,0.0,192.32,0.02
43540-3-2,10.6,,84.34,29.6,235.33,0.0,193.67,0.02
43540-3-2,10.7,,84.34,29.6,213.61,0.0,194.93,0.01
43540-3-2,10.8,,84.34,29.6,178.72,0.0,196.04,0.01
43540-3-2,10.9,,84.34,29.6,150.85,0.0,197.01,0.0
43540-3-2,11.0,,84.34,29.6,155.06,0.0,197.82,0.01
43540-3-2,11.1,,84.34,29.6,161.77,0.0,198.49,0.01
43540-3-2,11.2,,84.35,29.6,167.31,0.0,199.06,0.01
43540-3-2,11.3,,84.35,29.6,170.91,0.0,199.57,0.01
43540-3-2,11.4,,84.35,29.6,173.93,0.0,200.05,0.01
43540-3-2,11.5,,84.35,29.6,177.16,0.0,200.47,0.01
43540-3-2,11.6,,84.35,29.6,181.3,0.0,200.82,0.01
43540-3-2,11.7,,84.35,29.6,186.83,0.0,201.09,0.01
43540-3-2,11.8,,84.35,29.6,191.76,0.0,201.26,0.01
43540-3-2,11.9,,84.35,29.59,193.64,0.0,201.34,0.01
43540-3-2,12.0,,84.35,29.59,191.31,0.0,201.32,0.01
43540-3-2,12.1,,84.34,29.59,184.18,0.0,201.24,0.01
43540-3-2,12.2,,84.34,29.59,171.45,0.0,201.11,0.01
43540-3-2,12.3,,84.34,29.59,153.6,0.0,200.94,0.02
43540-3-2,12.4,,84.34,29.58,125.62,0.0,200.72,0.02
43540-3-2,12.5,,84.34,29.58,99.9,0.0,200.43,0.1
43540-3-2,12.6,,84.34,29.58,94.69,0.0,200.07,0.32
43540-3-2,12.7,,84.34,29.58,93.29,0.0,199.64,0.6
43540-3-2,12.8,,84.34,29.58,92.39,0.0,199.08,0.87
43540-3-2,12.9,,84.34,29.58,91.75,0.0,197.59,1.08
43540-3-2,13.0,ball_snap,84.34,29.57,90.95,0.0,193.42,1.26
43540-3-2,13.1,,84.35,29.57,90.44,0.01,187.66,1.42
43540-3-2,13.2,,84.36,29.57,90.37,0.01,181.64,1.57
43540-3-2,13.3,,84.38,29.57,90.49,0.02,175.55,1.74
43540-3-2,13.4,,84.53,29.57,90.43,0.14,169.51,1.87
43540-3-2,13.5,,84.92,29.55,90.11,0.39,162.87,1.99
43540-3-2,13.6,,85.43,29.53,89.63,0.51,150.6,2.08
43540-3-2,13.7,,85.91,29.53,89.19,0.48,20.47,2.17
43540-3-2,13.8,,86.29,29.53,88.86,0.38,348.42,2.23
43540-3-2,13.9,,86.62,29.55,88.66,0.32,341.05,2.27
43540-3-2,14.0,,86.91,29.57,88.45,0.29,338.64,2.3
43540-3-2,14.1,,87.18,29.57,88.29,0.27,335.68,2.32
43540-3-2,14.2,,87.46,29.56,88.05,0.29,328.54,2.31
43540-3-2,14.3,,87.71,29.56,87.84,0.24,318.87,2.23
43540-3-2,14.4,,87.92,29.57,87.37,0.21,309.63,2.02
43540-3-2,14.5,,88.09,29.6,86.55,0.17,301.43,1.75
43540-3-2,14.6,,88.23,29.63,85.76,0.15,294.42,1.49
43540-3-2,14.7,,88.35,29.66,85.03,0.12,288.35,1.31
43540-3-2,14.8,,88.43,29.67,84.79,0.08,283.23,1.17
43540-3-2,14.9,,88.49,29.69,84.8,0.06,279.16,1.06
43540-3-2,15.0,,88.53,29.7,84.29,0.04,275.64,0.98
43540-3-2,15.1,,88.54,29.71,83.33,0.02,272.36,0.89
43540-3-2,15.2,,88.54,29.72,82.81,0.0,269.26,0.84
43540-3-2,15.3,,88.56,29.72,83.13,0.01,266.23,0.81
43540-3-2,15.4,,88.57,29.72,84.97,0.01,263.36,0.79
43540-3-2,15.5,,88.59,29.73,87.18,0.02,260.47,0.78
43540-3-2,15.6,,88.64,29.74,89.59,0.05,257.38,0.79
43540-3-2,15.7,,88.71,29.74,91.89,0.07,254.59,0.82
43540-3-2,15.8,,88.81,29.74,93.91,0.1,252.29,0.85
43540-3-2,15.9,,88.93,29.74,95.77,0.12,250.77,0.9
43540-3-2,16.0,,89.06,29.74,97.21,0.13,249.73,0.95
43540-3-2,16.1,,89.21,29.75,98.07,0.15,249.04,1.0
43540-3-2,16.2,,89.36,29.75,99.18,0.15,248.58,1.04
43540-3-2,16.3,,89.5,29.73,99.99,0.14,247.76,1.07
43540-3-2,16.4,,89.64,29.7,100.61,0.14,246.73,1.09
43540-3-2,16.5,pass_forward,89.77,29.67,100.99,0.14,245.96,1.1
43540-3-2,16.6,,89.9,29.62,101.06,0.14,245.91,1.09
43540-3-2,16.7,,90.02,29.58,100.71,0.12,246.6,1.07
43540-3-2,16.8,,90.13,29.54,101.1,0.12,247.89,1.01
43540-3-2,16.9,,90.24,29.5,101.59,0.11,249.25,0.95
43540-3-2,17.0,,90.33,29.46,102.44,0.1,250.29,0.86
43540-3-2,17.1,pass_arrived,90.4,29.42,103.53,0.08,250.93,0.77
43540-3-2,17.2,,90.46,29.39,103.96,0.07,251.35,0.68
43540-3-2,17.3,,90.53,29.36,104.12,0.07,251.49,0.58
43540-3-2,17.4,pass_outcome_caught,90.58,29.36,103.94,0.06,251.27,0.47
43540-3-2,17.5,,90.63,29.37,102.26,0.05,251.11,0.35
43540-3-2,17.6,,90.69,29.38,99.52,0.06,250.74,0.22
43540-3-2,17.7,,90.72,29.39,87.01,0.03,249.74,0.1
43540-3-2,17.8,,90.73,29.4,325.09,0.01,247.76,0.08
43540-3-2,17.9,,90.73,29.41,298.86,0.01,244.94,0.17
43540-3-2,18.0,,90.71,29.42,297.29,0.02,241.76,0.28
43540-3-2,18.1,,90.69,29.43,295.72,0.03,238.45,0.39
43540-3-2,18.2,,90.65,29.45,293.89,0.04,235.13,0.5
43540-3-2,18.3,,90.59,29.46,291.44,0.06,231.65,0.61
43540-3-2,18.4,,90.51,29.49,288.97,0.08,228.05,0.71
43540-3-2,18.5,,90.41,29.52,286.69,0.1,224.57,0.81
43540-3-2,18.6,,90.3,29.55,285.59,0.11,221.33,0.9
43540-3-2,18.7,,90.18,29.58,284.62,0.12,218.32,0.98
43540-3-2,18.8,,90.07,29.61,283.79,0.12,215.62,1.05
43540-3-2,18.9,,89.95,29.65,283.13,0.13,213.34,1.12
43540-3-2,19.0,first_contact,89.82,29.7,282.52,0.13,211.45,1.19
43540-3-2,19.1,,89.7,29.73,281.98,0.13,209.74,1.25
43540-3-2,19.2,,89.56,29.76,281.32,0.14,207.81,1.3
43540-3-2,19.3,,89.43,29.78,280.47,0.14,205.7,1.34
43540-3-2,19.4,out_of_bounds,89.29,29.8,279.85,0.14,203.61,1.36
43540-3-2,19.5,,89.16,29.83,279.12,0.14,201.68,1.38
43540-3-2,19.6,,89.02,29.85,278.3,0.14,199.79,1.4
43540-3-2,19.7,,88.89,29.86,277.63,0.14,197.82,1.41
43540-3-2,19.8,,88.75,29.88,276.74,0.14,195.83,1.43
43540-3-2,19.9,,88.6,29.9,275.76,0.15,193.74,1.44
43540-3-2,20.0,,88.45,29.91,274.71,0.15,191.46,1.45
43540-3-2,20.1,,88.3,29.92,273.67,0.15,189.05,1.46
43540-3-2,20.2,,88.15,29.93,272.69,0.15,186.63,1.46
43540-3-2,20.3,,87.99,29.94,271.75,0.15,184.43,1.46
43540-3-2,20.4,,87.84,29.94,270.72,0.15,182.53,1.47
43540-3-2,20.5,,87.69,29.94,269.77,0.15,180.83,1.47
43540-3-2,20.6,,87.55,29.95,268.96,0.15,179.11,1.48
43540-3-2,20.7,,87.4,29.95,268.02,0.15,177.44,1.48
43540-3-2,20.8,,87.25,29.96,266.84,0.15,175.79,1.48
43540-3-2,20.9,,87.09,29.95,265.51,0.15,174.15,1.47
43540-3-2,21.0,,86.95,29.93,264.64,0.15,172.58,1.46
43540-3-2,21.1,,86.8,29.9,263.87,0.15,171.13,1.45
43540-3-2,21.2,,86.66,29.88,262.8,0.15,169.77,1.45
43540-3-2,21.3,,86.51,29.86,261.65,0.15,168.44,1.45
43540-3-2,21.4,,86.37,29.83,260.55,0.14,167.33,1.45
43540-3-2,21.5,,86.23,29.81,259.28,0.14,166.49,1.45
43540-3-2,21.6,,86.09,29.79,257.85,0.15,165.76,1.45
43540-3-2,21.7,,85.94,29.75,256.5,0.15,165.01,1.44
43540-3-2,21.8,,85.8,29.71,255.23,0.15,164.27,1.44
43540-3-2,21.9,,85.68,29.68,254.22,0.13,163.6,1.43
43540-3-2,22.0,,85.55,29.65,253.59,0.13,163.08,1.44
43540-3-2,22.1,,85.41,29.61,252.63,0.14,162.64,1.45
43540-3-2,22.2,,85.27,29.56,251.44,0.15,162.16,1.45
43540-3-2,22.3,,85.12,29.51,250.32,0.15,161.62,1.46
43540-3-2,22.4,,84.98,29.46,249.3,0.15,161.23,1.46
43540-3-2,22.5,,84.85,29.41,248.36,0.14,160.82,1.46
43540-3-2,22.6,,84.72,29.35,247.77,0.14,160.14,1.46
43540-3-2,22.7,,84.59,29.29,247.39,0.14,159.11,1.46
43540-3-2,22.8,,84.46,29.22,246.64,0.15,158.13,1.47
43540-3-2,22.9,,84.32,29.17,245.58,0.15,157.43,1.48
43540-3-2,23.0,,84.17,29.11,244.83,0.16,156.98,1.49
43540-3-2,23.1,,84.03,29.03,244.16,0.16,156.61,1.48
43540-3-2,23.2,,83.9,28.95,243.49,0.15,156.34,1.47
43540-3-2,23.3,,83.77,28.89,243.24,0.15,156.21,1.47
43540-3-2,23.4,,83.64,28.82,243.27,0.14,156.35,1.48
43540-3-2,23.5,,83.51,28.76,243.22,0.15,156.62,1.48
43540-3-2,23.6,,83.38,28.69,243.26,0.15,156.8,1.47
43540-3-2,23.7,,83.25,28.62,243.2,0.15,157.12,1.47
43540-3-2,23.8,,83.12,28.54,242.97,0.15,157.58,1.47
43540-3-2,23.9,,82.99,28.47,242.99,0.15,158.14,1.46
43540-3-2,24.0,,82.87,28.4,243.42,0.14,158.58,1.46
43540-3-2,24.1,,82.75,28.33,243.94,0.14,158.93,1.45
43540-3-2,24.2,,82.62,28.27,244.1,0.14,159.17,1.44
43540-3-2,24.3,,82.48,28.21,244.15,0.15,159.22,1.44
43540-3-2,24.4,,82.35,28.15,244.1,0.14,159.19,1.43
43540-3-2,24.5,,82.22,28.09,244.07,0.14,159.28,1.41
43540-3-2,24.6,,82.09,28.03,244.31,0.14,159.36,1.4
43540-3-2,24.7,,81.96,27.97,244.82,0.15,159.57,1.38
43540-3-2,24.8,,81.82,27.91,245.09,0.15,159.97,1.36
43540-3-2,24.9,,81.69,27.86,245.45,0.14,160.45,1.35
43540-3-2,25.0,,81.56,27.81,245.92,0.14,160.96,1.33
43540-3-2,25.1,,81.44,27.75,246.04,0.13,161.46,1.32
43540-3-2,25.2,,81.32,27.69,246.13,0.13,161.91,1.3
43540-3-2,25.3,,81.2,27.64,246.47,0.13,162.22,1.28
43540-3-2,25.4,,81.09,27.58,247.14,0.12,162.5,1.26
43540-3-2,25.5,,80.98,27.53,247.75,0.12,162.81,1.24
43540-3-2,25.6,,80.87,27.49,248.03,0.12,162.98,1.22
43540-3-2,25.7,,80.76,27.44,248.17,0.12,162.86,1.19
43540-3-2,25.8,,80.66,27.39,248.1,0.11,162.56,1.17
43540-3-2,25.9,,80.55,27.35,247.97,0.11,162.1,1.15
43540-3-3,0.0,huddle_start_offense,79.11,28.44,355.9,0.04,266.26,0.07
43540-3-3,0.1,,79.09,28.44,350.5,0.01,266.32,0.06
43540-3-3,0.2,,79.07,28.44,337.33,0.02,266.55,0.06
43540-3-3,0.3,,79.04,28.44,322.03,0.03,266.92,0.07
43540-3-3,0.4,,79.03,28.45,315.53,0.01,267.43,0.07
43540-3-3,0.5,,79.01,28.45,314.07,0.01,268.01,0.06
43540-3-3,0.6,,78.95,28.45,314.78,0.07,268.65,0.05
43540-3-3,0.7,,78.93,28.46,319.87,0.02,269.36,0.04
43540-3-3,0.8,,78.95,28.47,312.6,0.02,270.05,0.03
43540-3-3,0.9,,78.97,28.48,287.55,0.02,270.68,0.04
43540-3-3,1.0,,78.97,28.49,284.39,0.01,271.24,0.03
43540-3-3,1.1,,78.96,28.5,281.22,0.02,271.72,0.02
43540-3-3,1.2,,78.96,28.51,279.65,0.01,272.11,0.01
43540-3-3,1.3,,78.97,28.51,109.5,0.01,272.35,0.01
43540-3-3,1.4,,78.97,28.51,122.24,0.01,272.36,0.02
43540-3-3,1.5,,78.98,28.5,106.99,0.01,272.16,0.06
43540-3-3,1.6,,79.01,28.49,110.63,0.02,271.76,0.07
43540-3-3,1.7,,79.03,28.48,122.02,0.02,271.09,0.06
43540-3-3,1.8,,79.04,28.46,137.42,0.02,270.0,0.04
43540-3-3,1.9,,79.05,28.45,145.05,0.01,268.58,0.04
43540-3-3,2.0,,79.03,28.45,148.26,0.02,267.06,0.05
43540-3-3,2.1,,79.02,28.44,155.64,0.01,265.62,0.05
43540-3-3,2.2,,79.04,28.44,165.19,0.02,264.3,0.05
43540-3-3,2.3,,79.05,28.43,171.57,0.01,263.15,0.04
43540-3-3,2.4,,79.05,28.42,178.55,0.01,262.18,0.04
43540-3-3,2.5,,79.05,28.41,204.24,0.01,261.43,0.03
43540-3-3,2.6,,79.03,28.41,230.77,0.01,260.91,0.03
43540-3-3,2.7,,79.02,28.42,249.95,0.01,260.54,0.04
43540-3-3,2.8,,79.01,28.42,259.36,0.01,260.28,0.04
43540-3-3,2.9,,79.0,28.43,260.76,0.01,260.16,0.03
43540-3-3,3.0,,79.0,28.43,265.49,0.01,260.29,0.03
43540-3-3,3.1,,78.99,28.43,269.96,0.01,260.61,0.04
43540-3-3,3.2,,78.98,28.43,279.23,0.0,260.99,0.05
43540-3-3,3.3,,78.99,28.44,285.24,0.0,261.35,0.05
43540-3-3,3.4,,78.98,28.44,289.08,0.0,261.66,0.05
43540-3-3,3.5,,78.98,28.44,291.26,0.0,261.92,0.04
43540-3-3,3.6,,78.97,28.44,291.04,0.0,262.11,0.04
43540-3-3,3.7,,78.97,28.44,290.32,0.0,262.23,0.03
43540-3-3,3.8,,78.97,28.44,290.6,0.0,262.3,0.03
43540-3-3,3.9,,78.97,28.44,292.59,0.0,262.37,0.02
43540-3-3,4.0,,78.97,28.44,295.81,0.0,262.43,0.02
43540-3-3,4.1,,78.97,28.44,298.05,0.0,262.49,0.02
43540-3-3,4.2,,78.97,28.44,297.65,0.0,262.55,0.02
43540-3-3,4.3,,78.97,28.44,301.61,0.0,262.62,0.02
43540-3-3,4.4,,78.96,28.44,306.71,0.0,262.69,0.02
43540-3-3,4.5,,78.96,28.44,313.62,0.0,262.76,0.03
43540-3-3,4.6,,78.96,28.44,318.92,0.0,262.82,0.03
43540-3-3,4.7,,78.96,28.45,323.14,0.0,262.87,0.03
43540-3-3,4.8,,78.96,28.45,328.91,0.0,262.91,0.04
43540-3-3,4.9,,78.95,28.45,339.78,0.0,262.95,0.06
43540-3-3,5.0,,78.95,28.45,352.78,0.0,262.98,0.15
43540-3-3,5.1,,78.95,28.45,358.43,0.0,262.99,0.27
43540-3-3,5.2,,78.95,28.46,1.34,0.0,262.98,0.37
43540-3-3,5.3,,78.94,28.46,4.28,0.01,262.89,0.44
43540-3-3,5.4,,78.94,28.47,7.66,0.01,262.41,0.48
43540-3-3,5.5,,78.94,28.48,11.04,0.01,261.29,0.51
43540-3-3,5.6,,78.94,28.48,13.95,0.01,259.5,0.54
43540-3-3,5.7,,78.94,28.5,16.33,0.01,257.14,0.57
43540-3-3,5.8,huddle_break_offense,78.93,28.54,18.11,0.04,254.21,0.6
43540-3-3,5.9,,78.94,28.7,19.63,0.16,250.61,0.63
43540-3-3,6.0,,78.95,28.93,21.05,0.23,246.4,0.66
43540-3-3,6.1,,78.98,29.11,22.9,0.18,241.61,0.69
43540-3-3,6.2,,79.02,29.23,25.1,0.12,236.1,0.7
43540-3-3,6.3,,79.08,29.3,27.31,0.09,229.98,0.72
43540-3-3,6.4,,79.14,29.35,29.42,0.08,223.51,0.74
43540-3-3,6.5,,79.19,29.39,31.48,0.07,217.01,0.75
43540-3-3,6.6,,79.24,29.43,33.71,0.07,210.79,0.75
43540-3-3,6.7,,79.29,29.48,36.67,0.06,205.06,0.74
43540-3-3,6.8,,79.33,29.52,43.09,0.06,199.88,0.69
43540-3-3,6.9,,79.38,29.56,52.62,0.06,195.2,0.61
43540-3-3,7.0,,79.43,29.6,62.27,0.06,191.16,0.56
43540-3-3,7.1,,79.48,29.61,69.28,0.06,187.88,0.53
43540-3-3,7.2,,79.54,29.63,73.51,0.06,185.25,0.51
43540-3-3,7.3,,79.59,29.63,76.06,0.05,183.25,0.49
43540-3-3,7.4,,79.64,29.63,77.92,0.05,182.03,0.47
43540-3-3,7.5,,79.69,29.62,80.18,0.05,181.45,0.46
43540-3-3,7.6,,79.73,29.6,83.05,0.05,181.24,0.45
43540-3-3,7.7,,79.78,29.6,85.35,0.05,181.32,0.43
43540-3-3,7.8,,79.83,29.59,87.29,0.05,181.61,0.41
43540-3-3,7.9,,79.87,29.58,89.52,0.05,182.05,0.38
43540-3-3,8.0,,79.92,29.56,91.2,0.05,182.72,0.35
43540-3-3,8.1,,79.96,29.56,93.12,0.04,183.45,0.31
43540-3-3,8.2,,80.0,29.56,94.5,0.04,184.08,0.27
43540-3-3,8.3,,80.03,29.57,95.0,0.03,184.55,0.24
43540-3-3,8.4,,80.06,29.57,93.65,0.03,184.9,0.2
43540-3-3,8.5,,80.09,29.57,91.63,0.03,185.1,0.16
43540-3-3,8.6,,80.1,29.58,92.07,0.02,185.22,0.12
43540-3-3,8.7,,80.11,29.6,93.14,0.02,185.31,0.07
43540-3-3,8.8,,80.11,29.6,95.74,0.0,185.36,0.03
43540-3-3,8.9,,80.1,29.6,223.01,0.01,185.31,0.02
43540-3-3,9.0,,80.1,29.59,266.67,0.01,185.24,0.04
43540-3-3,9.1,line_set,80.08,29.59,271.9,0.01,185.24,0.07
43540-3-3,9.2,,80.07,29.6,271.36,0.02,185.09,0.1
43540-3-3,9.3,,80.05,29.6,268.98,0.02,184.98,0.12
43540-3-3,9.4,,80.03,29.6,266.49,0.02,185.04,0.15
43540-3-3,9.5,,80.0,29.59,263.14,0.03,185.27,0.16
43540-3-3,9.6,,79.96,29.59,258.96,0.04,185.67,0.18
43540-3-3,9.7,,79.93,29.57,257.99,0.03,186.09,0.18
43540-3-3,9.8,,79.91,29.55,258.67,0.03,186.32,0.19
43540-3-3,9.9,,79.89,29.55,259.15,0.02,186.32,0.19
43540-3-3,10.0,,79.87,29.56,258.32,0.02,186.14,0.19
43540-3-3,10.1,,79.85,29.57,256.89,0.02,185.8,0.18
43540-3-3,10.2,,79.83,29.57,254.99,0.02,185.32,0.18
43540-3-3,10.3,,79.82,29.56,252.45,0.02,184.76,0.17
43540-3-3,10.4,,79.81,29.55,250.1,0.01,184.24,0.15
43540-3-3,10.5,,79.8,29.54,248.23,0.02,183.72,0.13
43540-3-3,10.6,,79.79,29.53,248.49,0.01,183.04,0.12
43540-3-3,10.7,,79.78,29.53,250.82,0.01,182.19,0.1
43540-3-3,10.8,,79.77,29.53,247.75,0.01,181.16,0.1
43540-3-3,10.9,,79.76,29.53,241.24,0.01,180.11,0.09
43540-3-3,11.0,,79.75,29.52,234.99,0.01,179.2,0.08
43540-3-3,11.1,,79.74,29.51,232.18,0.01,178.46,0.08
43540-3-3,11.2,,79.74,29.51,232.44,0.01,177.88,0.07
43540-3-3,11.3,,79.74,29.5,232.21,0.01,177.4,0.06
43540-3-3,11.4,,79.73,29.5,231.38,0.0,177.01,0.05
43540-3-3,11.5,,79.73,29.49,227.05,0.0,176.65,0.04
43540-3-3,11.6,,79.73,29.49,219.83,0.0,176.3,0.04
43540-3-3,11.7,,79.73,29.49,209.21,0.0,175.96,0.03
43540-3-3,11.8,,79.73,29.49,196.24,0.0,175.67,0.03
43540-3-3,11.9,,79.72,29.49,179.96,0.0,175.46,0.02
43540-3-3,12.0,,79.72,29.48,161.43,0.0,175.32,0.02
43540-3-3,12.1,man_in_motion,79.73,29.48,141.23,0.0,175.25,0.02
43540-3-3,12.2,,79.73,29.48,122.66,0.0,175.21,0.02
43540-3-3,12.3,,79.73,29.48,112.71,0.0,175.2,0.02
43540-3-3,12.4,,79.73,29.48,106.67,0.0,175.21,0.02
43540-3-3,12.5,,79.74,29.48,101.33,0.0,175.24,0.02
43540-3-3,12.6,,79.74,29.48,97.91,0.0,175.3,0.03
43540-3-3,12.7,,79.74,29.48,96.03,0.0,175.38,0.03
43540-3-3,12.8,,79.75,29.48,94.82,0.0,175.47,0.03
43540-3-3,12.9,,79.75,29.48,94.51,0.0,175.58,0.03
43540-3-3,13.0,,79.76,29.48,94.37,0.0,175.7,0.03
43540-3-3,13.1,,79.76,29.48,94.29,0.0,175.82,0.03
43540-3-3,13.2,,79.76,29.48,94.33,0.0,175.94,0.03
43540-3-3,13.3,,79.77,29.48,94.53,0.0,176.07,0.03
43540-3-3,13.4,,79.77,29.48,94.74,0.0,176.19,0.03
43540-3-3,13.5,,79.77,29.48,95.2,0.0,176.29,0.03
43540-3-3,13.6,,79.78,29.48,95.74,0.0,176.39,0.03
43540-3-3,13.7,,79.78,29.48,96.33,0.0,176.47,0.03
43540-3-3,13.8,,79.78,29.48,96.93,0.0,176.54,0.03
43540-3-3,13.9,,79.78,29.48,97.62,0.0,176.58,0.03
43540-3-3,14.0,,79.79,29.48,97.9,0.0,176.61,0.02
43540-3-3,14.1,,79.79,29.48,98.44,0.0,176.63,0.02
43540-3-3,14.2,,79.79,29.48,98.45,0.0,176.65,0.02
43540-3-3,14.3,,79.79,29.48,97.94,0.0,176.65,0.02
43540-3-3,14.4,,79.79,29.48,96.83,0.0,176.65,0.02
43540-3-3,14.5,,79.8,29.48,95.38,0.0,176.66,0.02
43540-3-3,14.6,,79.8,29.48,92.96,0.0,176.67,0.02
43540-3-3,14.7,,79.8,29.48,89.46,0.0,176.68,0.01
43540-3-3,14.8,,79.8,29.48,85.61,0.0,176.71,0.01
43540-3-3,14.9,,79.8,29.48,81.32,0.0,176.75,0.01
43540-3-3,15.0,,79.81,29.48,75.95,0.0,176.81,0.01
43540-3-3,15.1,,79.81,29.48,70.91,0.0,176.89,0.01
43540-3-3,15.2,,79.81,29.48,66.03,0.0,176.98,0.01
43540-3-3,15.3,,79.81,29.48,60.03,0.0,177.1,0.01
43540-3-3,15.4,,79.81,29.48,51.89,0.0,177.22,0.01
43540-3-3,15.5,,79.81,29.48,41.81,0.0,177.35,0.0
43540-3-3,15.6,,79.81,29.48,29.04,0.0,177.48,0.0
43540-3-3,15.7,,79.81,29.48,13.82,0.0,177.61,0.0
43540-3-3,15.8,,79.8,29.48,357.58,0.0,177.75,0.0
43540-3-3,15.9,,79.8,29.48,343.07,0.0,177.88,0.0
43540-3-3,16.0,,79.8,29.48,331.58,0.0,178.01,0.01
43540-3-3,16.1,,79.8,29.48,322.43,0.0,178.13,0.01
43540-3-3,16.2,,79.8,29.48,315.92,0.0,178.25,0.01
43540-3-3,16.3,,79.8,29.48,312.2,0.0,178.36,0.01
43540-3-3,16.4,,79.8,29.48,309.27,0.0,178.46,0.01
43540-3-3,16.5,,79.8,29.48,306.58,0.0,178.56,0.01
43540-3-3,16.6,,79.8,29.48,304.16,0.0,178.67,0.01
43540-3-3,16.7,,79.8,29.49,301.67,0.0,178.79,0.01
43540-3-3,16.8,,79.8,29.49,298.34,0.0,178.94,0.01
43540-3-3,16.9,,79.8,29.49,295.55,0.0,179.11,0.01
43540-3-3,17.0,,79.8,29.49,293.26,0.0,179.31,0.02
43540-3-3,17.1,,79.8,29.49,291.53,0.0,179.52,0.02
43540-3-3,17.2,,79.79,29.49,290.43,0.0,179.76,0.02
43540-3-3,17.3,,79.79,29.49,289.75,0.0,180.02,0.02
43540-3-3,17.4,,79.79,29.49,289.24,0.0,180.29,0.02
43540-3-3,17.5,,79.79,29.49,288.47,0.0,180.59,0.02
43540-3-3,17.6,,79.79,29.49,287.25,0.0,180.9,0.02
43540-3-3,17.7,,79.78,29.49,286.11,0.0,181.23,0.02
43540-3-3,17.8,,79.78,29.49,285.13,0.0,181.56,0.02
43540-3-3,17.9,,79.78,29.49,284.72,0.0,181.88,0.02
43540-3-3,18.0,,79.78,29.49,284.32,0.0,182.17,0.02
43540-3-3,18.1,,79.78,29.49,283.76,0.0,182.44,0.02
43540-3-3,18.2,,79.77,29.5,282.64,0.0,182.68,0.01
43540-3-3,18.3,,79.77,29.5,280.53,0.0,182.89,0.01
43540-3-3,18.4,,79.77,29.5,277.19,0.0,183.09,0.01
43540-3-3,18.5,,79.77,29.5,273.31,0.0,183.27,0.01
43540-3-3,18.6,,79.77,29.49,270.97,0.0,183.43,0.01
43540-3-3,18.7,,79.77,29.49,269.9,0.0,183.57,0.01
43540-3-3,18.8,,79.77,29.5,269.98,0.0,183.69,0.01
43540-3-3,18.9,,79.77,29.5,269.75,0.0,183.78,0.01
43540-3-3,19.0,,79.77,29.5,267.63,0.0,183.87,0.01
43540-3-3,19.1,,79.77,29.5,263.3,0.0,183.95,0.0
43540-3-3,19.2,,79.77,29.5,254.38,0.0,184.05,0.0
43540-3-3,19.3,,79.77,29.5,242.8,0.0,184.16,0.0
43540-3-3,19.4,,79.77,29.5,233.37,0.0,184.29,0.0
43540-3-3,19.5,,79.77,29.5,222.15,0.0,184.45,0.0
43540-3-3,19.6,,79.77,29.49,203.52,0.0,184.62,0.0
43540-3-3,19.7,,79.77,29.49,182.82,0.0,184.81,0.0
43540-3-3,19.8,,79.77,29.49,168.71,0.0,185.02,0.0
43540-3-3,19.9,,79.77,29.49,162.37,0.0,185.24,0.0
43540-3-3,20.0,,79.77,29.49,160.44,0.0,185.49,0.0
43540-3-3,20.1,,79.77,29.49,159.69,0.0,185.76,0.01
43540-3-3,20.2,,79.77,29.49,159.92,0.0,186.03,0.01
43540-3-3,20.3,,79.77,29.49,160.35,0.0,186.31,0.01
43540-3-3,20.4,,79.77,29.49,160.34,0.0,186.58,0.01
43540-3-3,20.5,,79.77,29.49,160.23,0.0,186.83,0.0
43540-3-3,20.6,,79.77,29.49,161.27,0.0,187.05,0.0
43540-3-3,20.7,,79.77,29.49,163.64,0.0,187.25,0.0
43540-3-3,20.8,,79.77,29.49,166.76,0.0,187.42,0.0
43540-3-3,20.9,,79.77,29.49,171.31,0.0,187.57,0.0
43540-3-3,21.0,,79.77,29.49,176.98,0.0,187.7,0.0
43540-3-3,21.1,,79.77,29.49,183.08,0.0,187.79,0.0
